里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
430K+100,國3,120.5089499,22.44789417,36.07,M,430K+100,國道
430K+200,國3,120.5082184,22.44729979,35.78,M,430K+200,國道
430K+300,國3,120.507487,22.44670541,35.5,M,430K+300,國道
430K+400,國3,120.5067555,22.44611103,35.22,M,430K+400,國道
430K+500,國3,120.5060241,22.44551664,34.93,M,430K+500,國道
430K+600,國3,120.5052926,22.44492225,34.64,M,430K+600,國道
430K+700,國3,120.5045612,22.44432786,34.36,M,430K+700,國道
430K+800,國3,120.5038298,22.44373346,34.07,M,430K+800,國道
430K+900,國3,120.5030939,22.4431438,33.97,M,430K+900,國道
431K+000,國3,120.5023159,22.44260411,34.01,M,431K+000,國道
431K+100,國3,120.5014745,22.44215411,34.04,M,431K+100,國道
431K+200,國3,120.5005788,22.441806,33.95,M,431K+200,國道
431K+300,國3,120.4996431,22.44156583,32.35,M,431K+300,國道
431K+400,國3,120.4986838,22.44143151,28.34,M,431K+400,國道
431K+500,國3,120.4977133,22.44140051,27.29,M,431K+500,國道
431K+512,國3,120.4975981,22.44139788,27.29,M,431K+512,國道
000K+000,國4,120.5912626,24.30439736,67.36,M,000K+000,國道
000K+100,國4,120.5922075,24.30465291,67.4,M,000K+100,國道
000K+200,國4,120.5931503,24.30491436,67.82,M,000K+200,國道
000K+300,國4,120.5940994,24.30515254,72.37,M,000K+300,國道
000K+400,國4,120.5950501,24.30538355,78.09,M,000K+400,國道
000K+500,國4,120.5960032,24.30560568,84.06,M,000K+500,國道
000K+600,國4,120.5969598,24.30581571,89.69,M,000K+600,國道
000K+700,國4,120.5979196,24.3060142,94.52,M,000K+700,國道
000K+800,國4,120.5988832,24.30619999,97.77,M,000K+800,國道
000K+900,國4,120.5998495,24.30637488,99.73,M,000K+900,國道
001K+000,國4,120.6008191,24.30653468,100.64,M,001K+000,國道
001K+100,國4,120.6017914,24.30668003,101.53,M,001K+100,國道
001K+200,國4,120.6027654,24.30681582,102.41,M,001K+200,國道
001K+300,國4,120.6037414,24.30693816,103.29,M,001K+300,國道
001K+400,國4,120.6047192,24.30704842,104.18,M,001K+400,國道
001K+500,國4,120.6056988,24.30714387,105.08,M,001K+500,國道
001K+600,國4,120.6066797,24.30722781,105.97,M,001K+600,國道
001K+700,國4,120.607662,24.30729625,106.85,M,001K+700,國道
001K+800,國4,120.6086448,24.30735853,107.74,M,001K+800,國道
001K+900,國4,120.6096289,24.30740191,108.63,M,001K+900,國道
002K+000,國4,120.6106135,24.30743262,109.51,M,002K+000,國道
002K+100,國4,120.6115984,24.307453,110.33,M,002K+100,國道
002K+200,國4,120.6125835,24.30746011,111.07,M,002K+200,國道
002K+300,國4,120.6135687,24.30745338,111.73,M,002K+300,國道
002K+400,國4,120.6145536,24.30743282,112.42,M,002K+400,國道
002K+500,國4,120.6155381,24.30740059,113.11,M,002K+500,國道
002K+600,國4,120.6165219,24.30735279,113.8,M,002K+600,國道
002K+700,國4,120.6175047,24.30729043,114.49,M,002K+700,國道
002K+800,國4,120.6184854,24.30720559,115.18,M,002K+800,國道
002K+900,國4,120.619464,24.30710149,115.89,M,002K+900,國道
003K+000,國4,120.620439,24.30697275,116.57,M,003K+000,國道
003K+100,國4,120.6214086,24.3068131,117.29,M,003K+100,國道
003K+200,國4,120.6223723,24.30662569,117.98,M,003K+200,國道
003K+300,國4,120.6233299,24.30641397,118.68,M,003K+300,國道
003K+400,國4,120.6242804,24.30617686,119.39,M,003K+400,國道
003K+500,國4,120.6252227,24.30591339,120.11,M,003K+500,國道
003K+600,國4,120.6261563,24.30562516,120.81,M,003K+600,國道
003K+700,國4,120.6270773,24.30530484,121.5,M,003K+700,國道
003K+800,國4,120.6279906,24.30496634,122.2,M,003K+800,國道
003K+900,國4,120.6288952,24.30460869,122.65,M,003K+900,國道
004K+000,國4,120.6297903,24.30423161,121.92,M,004K+000,國道
004K+100,國4,120.6306775,24.30383929,120.74,M,004K+100,國道
004K+200,國4,120.6315587,24.30343558,121.38,M,004K+200,國道
004K+300,國4,120.6324334,24.30302026,122.51,M,004K+300,國道
004K+400,國4,120.6333032,24.30259644,123.69,M,004K+400,國道
004K+500,國4,120.6341676,24.30216341,124.87,M,004K+500,國道
004K+600,國4,120.6350247,24.30171831,126.06,M,004K+600,國道
004K+700,國4,120.6358804,24.301271,127.25,M,004K+700,國道
004K+800,國4,120.6367272,24.30080977,128.44,M,004K+800,國道
004K+900,國4,120.6375692,24.30034113,129.64,M,004K+900,國道
005K+000,國4,120.6384033,24.29986076,130.89,M,005K+000,國道
005K+100,國4,120.6392313,24.29937167,132.18,M,005K+100,國道
005K+200,國4,120.6400487,24.29886786,133.34,M,005K+200,國道
005K+300,國4,120.6408502,24.29834303,134.51,M,005K+300,國道
005K+400,國4,120.6416284,24.29778968,135.65,M,005K+400,國道
005K+500,國4,120.6423802,24.29720648,136.78,M,005K+500,國道
005K+600,國4,120.6431064,24.29659652,137.93,M,005K+600,國道
005K+700,國4,120.6438103,24.29596498,139.08,M,005K+700,國道
005K+800,國4,120.6445101,24.29532964,140.27,M,005K+800,國道
005K+900,國4,120.64521,24.2946943,141.45,M,005K+900,國道
006K+000,國4,120.6459128,24.29406174,142.98,M,006K+000,國道
006K+100,國4,120.6466325,24.29344581,145.68,M,006K+100,國道
006K+200,國4,120.647372,24.29284966,147.78,M,006K+200,國道
006K+300,國4,120.6481316,24.29227504,149.18,M,006K+300,國道
006K+400,國4,120.6489119,24.29172407,150.49,M,006K+400,國道
006K+500,國4,120.6497105,24.29119558,151.8,M,006K+500,國道
006K+600,國4,120.6505224,24.29068455,153.07,M,006K+600,國道
006K+700,國4,120.6513454,24.29018843,154.3,M,006K+700,國道
006K+800,國4,120.6521778,24.28970585,155.58,M,006K+800,國道
006K+900,國4,120.6530151,24.28923032,156.87,M,006K+900,國道
007K+000,國4,120.6538585,24.28876392,157.34,M,007K+000,國道
007K+100,國4,120.654702,24.28829752,157.8,M,007K+100,國道
007K+200,國4,120.6555455,24.28783111,158.26,M,007K+200,國道
007K+300,國4,120.6563872,24.28736212,158.14,M,007K+300,國道
007K+400,國4,120.6572277,24.28689121,157.66,M,007K+400,國道
007K+500,國4,120.6580621,24.28641146,158.68,M,007K+500,國道
007K+600,國4,120.658893,24.28592664,159.73,M,007K+600,國道
007K+700,國4,120.65972,24.28543614,160.79,M,007K+700,國道
007K+800,國4,120.6605381,24.28493341,161.86,M,007K+800,國道
007K+900,國4,120.6613489,24.28442072,162.92,M,007K+900,國道
008K+000,國4,120.6621524,24.28389863,163.98,M,008K+000,國道
008K+100,國4,120.6629441,24.28336153,165.05,M,008K+100,國道
008K+200,國4,120.6637208,24.28280628,166.2,M,008K+200,國道
008K+300,國4,120.6644873,24.28223946,167.42,M,008K+300,國道
008K+400,國4,120.6652382,24.28165527,168.72,M,008K+400,國道
008K+500,國4,120.6659763,24.28105748,170.02,M,008K+500,國道
008K+600,國4,120.6666994,24.28044452,171.33,M,008K+600,國道
008K+700,國4,120.6674063,24.27981588,172.63,M,008K+700,國道
008K+800,國4,120.6681029,24.27917764,173.91,M,008K+800,國道
008K+900,國4,120.6687911,24.27853175,174.94,M,008K+900,國道
009K+000,國4,120.6694735,24.27788072,175.68,M,009K+000,國道
009K+100,國4,120.6701521,24.2772263,176.12,M,009K+100,國道
009K+200,國4,120.6708307,24.27657187,176.56,M,009K+200,國道
009K+300,國4,120.6715106,24.2759186,177.07,M,009K+300,國道
009K+400,國4,120.6722018,24.27527544,178.06,M,009K+400,國道
009K+500,國4,120.6729073,24.27464548,179.39,M,009K+500,國道
009K+600,國4,120.6736349,24.27403725,181.13,M,009K+600,國道
009K+700,國4,120.6743908,24.27345875,183.18,M,009K+700,國道
009K+800,國4,120.6751723,24.27290987,185.18,M,009K+800,國道
009K+900,國4,120.6759844,24.27239975,187.1,M,009K+900,國道
010K+000,國4,120.676831,24.271939,188.77,M,010K+000,國道
010K+100,國4,120.6777093,24.27153058,189.79,M,010K+100,國道
010K+200,國4,120.6786149,24.27117627,190.38,M,010K+200,國道
010K+300,國4,120.6795449,24.27087954,191.0,M,010K+300,國道
010K+400,國4,120.6804943,24.27063997,191.6,M,010K+400,國道
010K+500,國4,120.6814589,24.27045866,192.2,M,010K+500,國道
010K+600,國4,120.6824328,24.27032444,192.71,M,010K+600,國道
010K+700,國4,120.6834123,24.27023084,193.32,M,010K+700,國道
010K+800,國4,120.6843949,24.27016973,194.32,M,010K+800,國道
010K+900,國4,120.6853787,24.27012999,195.65,M,010K+900,國道
011K+000,國4,120.6863634,24.2701187,197.36,M,011K+000,國道
011K+100,國4,120.687348,24.2701307,199.15,M,011K+100,國道
011K+200,國4,120.6883318,24.27017111,200.96,M,011K+200,國道
011K+300,國4,120.6893138,24.27023722,202.76,M,011K+300,國道
011K+400,國4,120.6902937,24.27032719,204.52,M,011K+400,國道
011K+500,國4,120.6912701,24.27044439,206.16,M,011K+500,國道
011K+600,國4,120.6922423,24.27058819,207.64,M,011K+600,國道
011K+700,國4,120.6932102,24.27075494,209.02,M,011K+700,國道
011K+800,國4,120.6941724,24.27094681,210.32,M,011K+800,國道
011K+900,國4,120.695128,24.27116532,211.51,M,011K+900,國道
012K+000,國4,120.6960767,24.27140743,212.57,M,012K+000,國道
012K+100,國4,120.6970175,24.27167454,213.55,M,012K+100,國道
012K+200,國4,120.6979495,24.2719663,214.48,M,012K+200,國道
012K+300,國4,120.6988719,24.27228275,215.41,M,012K+300,國道
012K+400,國4,120.6997844,24.2726224,216.29,M,012K+400,國道
012K+500,國4,120.7006842,24.2729895,217.24,M,012K+500,國道
012K+600,國4,120.701576,24.27337255,218.19,M,012K+600,國道
012K+700,國4,120.7024561,24.27377792,219.1,M,012K+700,國道
012K+800,國4,120.7033344,24.27418637,220.03,M,012K+800,國道
012K+900,國4,120.7042088,24.2746019,220.97,M,012K+900,國道
013K+000,國4,120.7050856,24.27501324,221.92,M,013K+000,國道
013K+100,國4,120.7059675,24.27541521,222.98,M,013K+100,國道
013K+200,國4,120.7068586,24.27579971,224.25,M,013K+200,國道
013K+300,國4,120.7077628,24.27615746,225.68,M,013K+300,國道
013K+400,國4,120.7086813,24.27648305,227.11,M,013K+400,國道
013K+500,國4,120.7096107,24.27678162,228.52,M,013K+500,國道
013K+600,國4,120.7105498,24.27705338,229.94,M,013K+600,國道
013K+700,國4,120.7114997,24.27729157,231.35,M,013K+700,國道
013K+800,國4,120.712458,24.27749951,232.75,M,013K+800,國道
013K+900,國4,120.7134235,24.27767776,234.17,M,013K+900,國道
014K+000,國4,120.7143949,24.27782666,235.59,M,014K+000,國道
014K+100,國4,120.7153712,24.27794466,237.1,M,014K+100,國道
014K+200,國4,120.7163518,24.27802918,238.7,M,014K+200,國道
014K+300,國4,120.7173348,24.27808307,240.22,M,014K+300,國道
014K+400,國4,120.7183192,24.27810863,241.8,M,014K+400,國道
014K+500,國4,120.719304,24.27810056,243.38,M,014K+500,國道
014K+600,國4,120.7202877,24.27805864,244.98,M,014K+600,國道
014K+700,國4,120.7212699,24.27799292,246.56,M,014K+700,國道
014K+800,國4,120.7222476,24.27788548,248.15,M,014K+800,國道
014K+900,國4,120.7232208,24.27774737,249.74,M,014K+900,國道
015K+000,國4,120.7241874,24.27757463,251.2,M,015K+000,國道
015K+100,國4,120.7251467,24.27737024,252.4,M,015K+100,國道
015K+200,國4,120.726097,24.27713306,253.41,M,015K+200,國道
015K+300,國4,120.7270363,24.27686163,254.45,M,015K+300,國道
015K+400,國4,120.7279627,24.27655511,255.46,M,015K+400,國道
015K+500,國4,120.7288771,24.27621993,256.48,M,015K+500,國道
015K+600,國4,120.7297776,24.27585442,257.51,M,015K+600,國道
015K+700,國4,120.7306654,24.27546348,258.54,M,015K+700,國道
015K+800,國4,120.7315448,24.27505685,259.58,M,015K+800,國道
015K+900,國4,120.7324213,24.27464517,260.62,M,015K+900,國道
016K+000,國4,120.7332979,24.27423348,261.65,M,016K+000,國道
016K+100,國4,120.7341769,24.27382617,262.7,M,016K+100,國道
016K+200,國4,120.7350604,24.27342723,263.74,M,016K+200,國道
016K+300,國4,120.7359511,24.27304193,264.79,M,016K+300,國道
016K+400,國4,120.7368516,24.27267627,265.87,M,016K+400,國道
016K+500,國4,120.7377617,24.27233138,267.42,M,016K+500,國道
016K+600,國4,120.7386775,24.27199952,268.91,M,016K+600,國道
016K+700,國4,120.739606,24.27169874,267.62,M,016K+700,國道
016K+800,國4,120.7405415,24.27141887,263.5,M,016K+800,國道
016K+900,國4,120.7414808,24.27114983,259.44,M,016K+900,國道
017K+000,國4,120.7424254,24.27089469,257.98,M,017K+000,國道
017K+100,國4,120.7433726,24.2706474,258.19,M,017K+100,國道
017K+157,國4,120.7439137,24.27051042,259.13,M,017K+157,國道
016K+600,國4,120.7386775,24.27199952,,國道
016K+700,國4,120.739606,24.27169874,M,M,,國道
016K+800,國4,120.7405415,24.27141887,M,M,,國道
016K+900,國4,120.7414808,24.27114983,M,M,,國道
017K+000,國4,120.7424254,24.27089469,M,M,,國道
017K+100,國4,120.7433706,24.2706409,M,M,,國道
017K+200,國4,120.7443174,24.2703921,M,M,,國道
017K+300,國4,120.7452623,24.2701372,M,M,,國道
017K+400,國4,120.7462017,24.269866,M,M,,國道
017K+500,國4,120.7471315,24.2695682,M,M,,國道
017K+600,國4,120.7480475,24.2692363,M,M,,國道
017K+700,國4,120.7489472,24.268869,M,M,,國道
017K+800,國4,120.749829,24.2684669,M,M,,國道
017K+900,國4,120.7506912,24.2680306,M,M,,國道
018K+000,國4,120.7515316,24.2675598,M,M,,國道
018K+100,國4,120.7523422,24.2670471,M,M,,國道
018K+200,國4,120.7531068,24.2664781,M,M,,國道
018K+300,國4,120.75381,24.2658463,M,M,,國道
018K+400,國4,120.7544442,24.2651558,M,M,,國道
018K+500,國4,120.7550033,24.2644128,M,M,,國道
018K+600,國4,120.7554824,24.2636241,M,M,,國道
018K+700,國4,120.7558769,24.262797,M,M,,國道
018K+800,國4,120.7561832,24.2619391,M,M,,國道
018K+900,國4,120.7563994,24.2610584,M,M,,國道
019K+000,國4,120.7565212,24.2601626,M,M,,國道
019K+100,國4,120.7565497,24.2592603,M,M,,國道
019K+200,國4,120.7564839,24.2583596,M,M,,國道
019K+300,國4,120.7562994,24.257473,M,M,,國道
019K+400,國4,120.7560583,24.2565992,M,M,,國道
019K+500,國4,120.7557158,24.2557537,M,M,,國道
019K+600,國4,120.7552867,24.2549421,M,M,,國道
019K+700,國4,120.7547748,24.2541719,M,M,,國道
019K+800,國4,120.7541861,24.2534493,M,M,,國道
019K+900,國4,120.7535316,24.2527756,M,M,,國道
020K+000,國4,120.7528296,24.2521427,M,M,,國道
020K+100,國4,120.7521022,24.2515341,M,M,,國道
020K+200,國4,120.7513701,24.2509303,M,M,,國道
020K+300,國4,120.7506515,24.250313,M,M,,國道
020K+400,國4,120.7499614,24.2496693,M,M,,國道
020K+500,國4,120.7493094,24.2489931,M,M,,國道
020K+600,國4,120.7486996,24.2482846,M,M,,國道
020K+700,國4,120.7481337,24.247546,M,M,,國道
020K+800,國4,120.7476092,24.2467821,M,M,,國道
020K+900,國4,120.7471125,24.2460025,M,M,,國道
021K+000,國4,120.7466215,24.2452198,M,M,,國道
021K+100,國4,120.7461106,24.2444481,M,M,,國道
021K+200,國4,120.7455572,24.2437019,M,M,,國道
021K+300,國4,120.7449522,24.24299,M,M,,國道
021K+400,國4,120.744297,24.2423166,M,M,,國道
021K+500,國4,120.7435945,24.2416846,M,M,,國道
021K+600,國4,120.7428478,24.2410968,M,M,,國道
021K+700,國4,120.7420617,24.2405536,M,M,,國道
021K+800,國4,120.7412468,24.2400471,M,M,,國道
021K+900,國4,120.740418,24.2395595,M,M,,國道
022K+000,國4,120.7395894,24.2390717,M,M,,國道
022K+100,國4,120.7387717,24.2385688,M,M,,國道
022K+200,國4,120.7379738,24.23804,M,M,,國道
022K+300,國4,120.7372014,24.2374803,M,M,,國道
022K+400,國4,120.7364575,24.2368891,M,M,,國道
022K+500,國4,120.7357437,24.2362675,M,M,,國道
022K+600,國4,120.7350614,24.2356167,M,M,,國道
022K+700,國4,120.7344157,24.2349355,M,M,,國道
022K+800,國4,120.733826,24.2342136,M,M,,國道
022K+900,國4,120.7333212,24.2334402,M,M,,國道
023K+000,國4,120.7329612,24.2325999,M,M,,國道
023K+100,國4,120.7327001,24.2317328,M,M,,國道
023K+200,國4,120.7325568,24.2308403,M,M,,國道
023K+300,國4,120.7324581,24.229942,M,M,,國道
023K+400,國4,120.7323663,24.229043,M,M,,國道
023K+500,國4,120.7322744,24.228144,M,M,,國道
023K+600,國4,120.7321826,24.227245,M,M,,國道
023K+700,國4,120.7320907,24.226346,M,M,,國道
023K+800,國4,120.7319929,24.2254476,M,M,,國道
023K+900,國4,120.7318483,24.2245551,M,M,,國道
024K+000,國4,120.7315981,24.2236838,M,M,,國道
024K+100,國4,120.7312182,24.2228532,M,M,,國道
024K+200,國4,120.7307111,24.222082,M,M,,國道
024K+300,國4,120.730068,24.2214036,M,M,,國道
024K+400,國4,120.7292803,24.2208727,M,M,,國道
024K+500,國4,120.7283752,24.220535,M,M,,國道
024K+600,國4,120.727407,24.2204125,M,M,,國道
024K+700,國4,120.7264297,24.2204818,M,M,,國道
024K+800,國4,120.7254656,24.2206616,M,M,,國道
024K+900,國4,120.7245029,24.22085,M,M,,國道
025K+000,國4,120.7235264,24.2209442,M,M,,國道
025K+100,國4,120.7225533,24.2208557,M,M,,國道
025K+200,國4,120.7216336,24.2205528,M,M,,國道
025K+300,國4,120.7208191,24.2200562,M,M,,國道
025K+400,國4,120.7201093,24.2194335,M,M,,國道
025K+500,國4,120.7194812,24.2187395,M,M,,國道
025K+600,國4,120.7189319,24.2179915,M,M,,國道
025K+700,國4,120.7184667,24.217197,M,M,,國道
025K+800,國4,120.7180824,24.2163665,M,M,,國道
025K+900,國4,120.7177605,24.2155136,M,M,,國道
026K+000,國4,120.7174886,24.2146461,M,M,,國道
026K+100,國4,120.7172656,24.2137669,M,M,,國道
026K+200,國4,120.7170921,24.2128784,M,M,,國道
026K+300,國4,120.7169684,24.2119829,M,M,,國道
026K+400,國4,120.7168949,24.2110828,M,M,,國道
026K+500,國4,120.7168719,24.2101804,M,M,,國道
026K+600,國4,120.7168993,24.2092781,M,M,,國道
026K+700,國4,120.7169736,24.208378,M,M,,國道
026K+800,國4,120.7170798,24.2074804,M,M,,國道
026K+839,國4,120.7171248,24.2071306,M,M,,國道
000K+000,國5,121.6233414,25.03527135,75.53,M,000K+000,國道
000K+100,國5,121.6242805,25.03498345,76.79,M,000K+100,國道
000K+200,國5,121.6252196,25.03469554,78.04,M,000K+200,國道
000K+300,國5,121.6261587,25.03440763,79.29,M,000K+300,國道
000K+400,國5,121.6270977,25.03411971,80.55,M,000K+400,國道
000K+500,國5,121.6280261,25.03380447,81.39,M,000K+500,國道
000K+600,國5,121.6289389,25.03345367,81.92,M,000K+600,國道
000K+700,國5,121.6298361,25.03307073,82.48,M,000K+700,國道
000K+800,國5,121.6307108,25.03264666,83.0,M,000K+800,國道
000K+900,國5,121.631564,25.03218773,83.51,M,000K+900,國道
001K+000,國5,121.632394,25.03169483,84.03,M,001K+000,國道
001K+100,國5,121.6331997,25.03116955,84.5,M,001K+100,國道
001K+200,國5,121.6339789,25.03061206,84.93,M,001K+200,國道
001K+300,國5,121.6347311,25.03002451,85.39,M,001K+300,國道
001K+400,國5,121.6354582,25.02941202,85.87,M,001K+400,國道
001K+500,國5,121.6361487,25.02876466,86.37,M,001K+500,國道
001K+600,國5,121.6368072,25.02809027,86.9,M,001K+600,國道
001K+700,國5,121.6374315,25.0273894,87.43,M,001K+700,國道
001K+800,國5,121.6380232,25.02666541,87.92,M,001K+800,國道
001K+900,國5,121.638576,25.02591628,88.32,M,001K+900,國道
002K+000,國5,121.6390941,25.02514691,88.77,M,002K+000,國道
002K+100,國5,121.6395736,25.02435701,89.2,M,002K+100,國道
002K+200,國5,121.6400119,25.02354746,89.76,M,002K+200,國道
002K+300,國5,121.6404132,25.02272214,90.31,M,002K+300,國道
002K+400,國5,121.6407706,25.02188024,90.81,M,002K+400,國道
002K+500,國5,121.6410744,25.02102113,91.3,M,002K+500,國道
002K+600,國5,121.6413576,25.02015604,91.79,M,002K+600,國道
002K+700,國5,121.6416344,25.01928922,92.27,M,002K+700,國道
002K+800,國5,121.6419113,25.0184224,92.76,M,002K+800,國道
002K+900,國5,121.6421881,25.01755558,93.25,M,002K+900,國道
003K+000,國5,121.642465,25.01668877,93.74,M,003K+000,國道
003K+100,國5,121.6427418,25.01582195,94.23,M,003K+100,國道
003K+200,國5,121.6430187,25.01495513,94.72,M,003K+200,國道
003K+300,國5,121.6433128,25.01409319,95.22,M,003K+300,國道
003K+400,國5,121.6436744,25.01325306,95.63,M,003K+400,國道
003K+500,國5,121.6441216,25.01244795,96.2,M,003K+500,國道
003K+600,國5,121.6446575,25.01168898,96.68,M,003K+600,國道
003K+700,國5,121.6452702,25.01097991,97.22,M,003K+700,國道
003K+800,國5,121.6459132,25.0102931,98.02,M,003K+800,國道
003K+900,國5,121.6465608,25.00961023,100.2,M,003K+900,國道
004K+000,國5,121.6472086,25.00892743,102.42,M,004K+000,國道
004K+100,國5,121.6478563,25.00824462,104.63,M,004K+100,國道
004K+200,國5,121.6485041,25.00756181,106.84,M,004K+200,國道
004K+300,國5,121.6491478,25.00687589,109.08,M,004K+300,國道
004K+400,國5,121.6497333,25.00614881,111.37,M,004K+400,國道
004K+500,國5,121.650208,25.00535783,113.77,M,004K+500,國道
004K+600,國5,121.6505534,25.00451307,116.42,M,004K+600,國道
004K+700,國5,121.6507749,25.00363417,119.38,M,004K+700,國道
004K+800,國5,121.6509335,25.00274384,123.6,M,004K+800,國道
004K+900,國5,121.6510921,25.00185351,127.8,M,004K+900,國道
005K+000,國5,121.6512508,25.00096318,132.01,M,005K+000,國道
005K+100,國5,121.6514094,25.00007285,136.22,M,005K+100,國道
005K+200,國5,121.651568,24.99918252,140.43,M,005K+200,國道
005K+300,國5,121.6517266,24.99829219,144.64,M,005K+300,國道
005K+400,國5,121.6518853,24.99740186,148.85,M,005K+400,國道
005K+500,國5,121.6520439,24.99651153,153.06,M,005K+500,國道
005K+600,國5,121.6522083,24.99562209,157.23,M,005K+600,國道
005K+700,國5,121.6524248,24.99474224,160.41,M,005K+700,國道
005K+800,國5,121.6527551,24.99389223,162.09,M,005K+800,國道
005K+900,國5,121.6532026,24.99308797,163.65,M,005K+900,國道
006K+000,國5,121.6537647,24.9923456,165.22,M,006K+000,國道
006K+100,國5,121.654431,24.99167887,166.97,M,006K+100,國道
006K+200,國5,121.655186,24.99109619,169.84,M,006K+200,國道
006K+300,國5,121.656016,24.99060563,173.71,M,006K+300,國道
006K+400,國5,121.6568792,24.99016431,177.73,M,006K+400,國道
006K+500,國5,121.6577109,24.989678,181.78,M,006K+500,國道
006K+600,國5,121.6584012,24.98903476,185.79,M,006K+600,國道
006K+700,國5,121.6589087,24.98826204,189.73,M,006K+700,國道
006K+800,國5,121.6593308,24.98744565,192.27,M,006K+800,國道
006K+900,國5,121.6597518,24.9866288,194.78,M,006K+900,國道
007K+000,國5,121.6601729,24.98581194,197.28,M,007K+000,國道
007K+100,國5,121.6605939,24.98499508,199.79,M,007K+100,國道
007K+200,國5,121.6610282,24.98418399,201.66,M,007K+200,國道
007K+300,國5,121.6615508,24.98341835,203.1,M,007K+300,國道
007K+400,國5,121.662231,24.98276574,204.51,M,007K+400,國道
007K+500,國5,121.6630659,24.98228488,205.92,M,007K+500,國道
007K+600,國5,121.6640059,24.98200924,207.98,M,007K+600,國道
007K+700,國5,121.6649906,24.9819289,210.49,M,007K+700,國道
007K+800,國5,121.6659787,24.98197896,213.03,M,007K+800,國道
007K+900,國5,121.6669619,24.98208607,215.5,M,007K+900,國道
008K+000,國5,121.6679467,24.98217764,218.0,M,008K+000,國道
008K+100,國5,121.668936,24.98218258,220.57,M,008K+100,國道
008K+200,國5,121.6699159,24.98205877,223.07,M,008K+200,國道
008K+300,國5,121.6708696,24.9818182,225.6,M,008K+300,國道
008K+400,國5,121.6717924,24.98149207,228.1,M,008K+400,國道
008K+500,國5,121.6726783,24.98109002,230.58,M,008K+500,國道
008K+600,國5,121.6735219,24.98061805,233.09,M,008K+600,國道
008K+700,國5,121.6743133,24.98007633,235.53,M,008K+700,國道
008K+800,國5,121.6750493,24.9794732,237.8,M,008K+800,國道
008K+900,國5,121.675714,24.97880494,240.08,M,008K+900,國道
009K+000,國5,121.6762817,24.97806637,242.25,M,009K+000,國道
009K+100,國5,121.6767314,24.97726286,244.4,M,009K+100,國道
009K+200,國5,121.6770965,24.97642395,246.17,M,009K+200,國道
009K+300,國5,121.6774316,24.9755745,247.53,M,009K+300,國道
009K+400,國5,121.677785,24.97473145,248.68,M,009K+400,國道
009K+500,國5,121.678222,24.97392183,249.59,M,009K+500,國道
009K+600,國5,121.678742,24.97315418,250.42,M,009K+600,國道
009K+700,國5,121.6793421,24.97243666,251.25,M,009K+700,國道
009K+800,國5,121.6800214,24.97178042,252.1,M,009K+800,國道
009K+900,國5,121.6807503,24.97116958,252.94,M,009K+900,國道
010K+000,國5,121.6814893,24.97056854,253.79,M,010K+000,國道
010K+100,國5,121.6822104,24.96994993,254.6,M,010K+100,國道
010K+200,國5,121.6828849,24.96928957,255.42,M,010K+200,國道
010K+300,國5,121.6835039,24.96858523,256.25,M,010K+300,國道
010K+400,國5,121.6840565,24.96783633,257.08,M,010K+400,國道
010K+500,國5,121.6845375,24.96704753,257.9,M,010K+500,國道
010K+600,國5,121.6849538,24.96622879,258.72,M,010K+600,國道
010K+700,國5,121.6852922,24.96538081,259.54,M,010K+700,國道
010K+800,國5,121.6855589,24.96451172,260.36,M,010K+800,國道
010K+900,國5,121.6857556,24.96362709,261.18,M,010K+900,國道
011K+000,國5,121.6859187,24.96273667,262.02,M,011K+000,國道
011K+100,國5,121.6860789,24.96184581,262.86,M,011K+100,國道
011K+200,國5,121.6862718,24.96096054,263.66,M,011K+200,國道
011K+300,國5,121.6865251,24.96008807,264.46,M,011K+300,國道
011K+400,國5,121.686836,24.95923116,265.23,M,011K+400,國道
011K+500,國5,121.6872073,24.95839453,266.01,M,011K+500,國道
011K+600,國5,121.6876306,24.95757862,266.78,M,011K+600,國道
011K+700,國5,121.6881105,24.95678915,267.56,M,011K+700,國道
011K+800,國5,121.6886472,24.95603074,268.33,M,011K+800,國道
011K+900,國5,121.6892291,24.95530049,269.11,M,011K+900,國道
012K+000,國5,121.6898656,24.95460924,269.86,M,012K+000,國道
012K+100,國5,121.6905456,24.95395335,270.62,M,012K+100,國道
012K+200,國5,121.6912676,24.95333586,271.38,M,012K+200,國道
012K+300,國5,121.6920331,24.95276348,272.14,M,012K+300,國道
012K+400,國5,121.6928332,24.95223192,272.91,M,012K+400,國道
012K+500,國5,121.6936713,24.95175147,273.67,M,012K+500,國道
012K+600,國5,121.6945383,24.95131558,274.44,M,012K+600,國道
012K+700,國5,121.6954355,24.95093417,275.2,M,012K+700,國道
012K+800,國5,121.6963565,24.95060302,275.97,M,012K+800,國道
012K+900,國5,121.6972978,24.95032376,276.74,M,012K+900,國道
013K+000,國5,121.6982564,24.95009794,277.51,M,013K+000,國道
013K+100,國5,121.6992256,24.94991344,278.3,M,013K+100,國道
013K+200,國5,121.7001971,24.9497387,279.04,M,013K+200,國道
013K+300,國5,121.7011598,24.94952829,279.42,M,013K+300,國道
013K+400,國5,121.7020961,24.94923627,278.14,M,013K+400,國道
013K+500,國5,121.7029951,24.94885972,275.36,M,013K+500,國道
013K+600,國5,121.7038458,24.94839918,272.3,M,013K+600,國道
013K+700,國5,121.704667,24.94789551,269.23,M,013K+700,國道
