里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
23K+221,台76,120.4960854,23.999528,,,,省道
23K+288,台76,120.4970078,23.9993255,,,,省道
23K+320,台76,120.4965632,23.9987349,,,,省道
23K+393,台76,120.4975659,23.998551,,,,省道
23K+421,台76,120.4971068,23.9979763,,,,省道
23K+506,台76,120.4981673,23.9977196,,,,省道
23K+516,台76,120.4976199,23.9972605,,,,省道
23K+603,台76,120.4986971,23.9969862,,,,省道
23K+620,台76,120.4981816,23.9964765,,,,省道
23K+702,台76,120.4992338,23.9962422,,,,省道
23K+707,台76,120.4986534,23.9958184,,,,省道
23K+808,台76,120.4998117,23.9954426,,,,省道
23K+811,台76,120.4992111,23.9950408,,,,省道
23K+906,台76,120.4997286,23.9943235,,,,省道
23K+911,台76,120.5003715,23.9946661,,,,省道
24K+011,台76,120.500289,23.9935248,,,,省道
24K+016,台76,120.500934,23.9938701,,,,省道
24K+112,台76,120.5008089,23.9927608,,,,省道
24K+115,台76,120.5014522,23.9931125,,,,省道
24K+219,台76,120.5013703,23.9919351,,,,省道
24K+223,台76,120.5020133,23.9922889,,,,省道
24K+308,台76,120.5018322,23.9912533,,,,省道
24K+326,台76,120.5025514,23.9914983,,,,省道
24K+416,台76,120.5023902,23.9904325,,,,省道
24K+421,台76,120.5030494,23.9907681,,,,省道
24K+499,台76,120.5034547,23.9901734,,,,省道
24K+512,台76,120.5028923,23.9896918,,,,省道
24K+609,台76,120.5039712,23.9892891,,,,省道
24K+613,台76,120.5034189,23.988916,,,,省道
24K+711,台76,120.5045173,23.9885141,,,,省道
24K+722,台76,120.504041,23.9881232,,,,省道
24K+797,台76,120.50501,23.9878907,,,,省道
24K+823,台76,120.504565,23.9873495,,,,省道
24K+913,台76,120.5055879,23.9869779,,,,省道
24K+919,台76,120.5050637,23.9866144,,,,省道
25K+015,台76,120.505507,23.9858404,,,,省道
25K+024,台76,120.5061592,23.9861279,,,,省道
25K+112,台76,120.5060103,23.9850983,,,,省道
25K+112,台76,120.5066108,23.9854537,,,,省道
25K+198,台76,120.5070976,23.9848279,,,,省道
25K+214,台76,120.5065411,23.9843177,,,,省道
25K+298,台76,120.5076204,23.9840636,,,,省道
25K+314,台76,120.507059,23.9835536,,,,省道
25K+399,台76,120.5081527,23.9833046,,,,省道
25K+414,台76,120.5075907,23.9827964,,,,省道
25K+499,台76,120.5086859,23.9825462,,,,省道
25K+516,台76,120.5082009,23.9820641,,,,省道
25K+598,台76,120.5092163,23.9817915,,,,省道
25K+617,台76,120.5087516,23.9813059,,,,省道
25K+699,台76,120.5097543,23.9810278,,,,省道
25K+719,台76,120.5093042,23.9805379,,,,省道
25K+815,台76,120.5097702,23.9797737,,,,省道
25K+816,台76,120.5103102,23.9800935,,,,省道
25K+906,台76,120.5108188,23.979425,,,,省道
25K+916,台76,120.5103741,23.9790585,,,,省道
26K+014,台76,120.5109098,23.9783243,,,,省道
26K+028,台76,120.5114994,23.9785232,,,,省道
26K+099,台76,120.5118577,23.9779761,,,,省道
26K+117,台76,120.5114557,23.977542,,,,省道
26K+200,台76,120.5123695,23.9772089,,,,省道
26K+214,台76,120.5119035,23.9767584,,,,省道
26K+256,台76,120.5126574,23.9767813,,,,省道
26K+263,台76,120.5121531,23.9763903,,,,省道
26K+356,台76,120.5131699,23.976022,,,,省道
26K+357,台76,120.5126382,23.9756656,,,,省道
26K+447,台76,120.5136379,23.9753289,,,,省道
26K+458,台76,120.5131649,23.9748896,,,,省道
26K+550,台76,120.5141871,23.9746031,,,,省道
26K+559,台76,120.5137488,23.9741379,,,,省道
26K+660,台76,120.5144655,23.9734967,,,,省道
26K+661,台76,120.5148684,23.9739741,,,,省道
26K+761,台76,120.5153122,23.972988,,,,省道
26K+771,台76,120.5156732,23.9734926,,,,省道
26K+884,台76,120.5166034,23.973167,,,,省道
26K+887,台76,120.5164792,23.9725753,,,,省道
27K+018,台76,120.5177624,23.9724247,,,,省道
27K+047,台76,120.5180529,23.9730357,,,,省道
27K+119,台76,120.5187632,23.9724906,,,,省道
27K+155,台76,120.5191087,23.9731356,,,,省道
27K+220,台76,120.5197445,23.9726007,,,,省道
27K+258,台76,120.520129,23.9732525,,,,省道
27K+322,台76,120.5207447,23.9727124,,,,省道
27K+364,台76,120.5211747,23.9733665,,,,省道
27K+424,台76,120.5217319,23.9727982,,,,省道
27K+470,台76,120.5222335,23.9734046,,,,省道
27K+525,台76,120.5227183,23.9727676,,,,省道
27K+575,台76,120.5232857,23.9732994,,,,省道
27K+627,台76,120.5236898,23.9725915,,,,省道
27K+680,台76,120.5243148,23.9730471,,,,省道
27K+722,台76,120.5245759,23.9723475,,,,省道
27K+775,台76,120.525224,23.9727436,,,,省道
27K+826,台76,120.5255087,23.9719664,,,,省道
27K+855,台76,120.5259724,23.9724458,,,,省道
27K+917,台76,120.5263389,23.9716575,,,,省道
27K+939,台76,120.5267598,23.9721521,,,,省道
28K+016,台76,120.5272379,23.9713178,,,,省道
28K+029,台76,120.5275913,23.9718401,,,,省道
28K+116,台76,120.5281454,23.9709796,,,,省道
28K+124,台76,120.5284642,23.9715136,,,,省道
28K+215,台76,120.5290515,23.9706442,,,,省道
28K+217,台76,120.5293054,23.9711989,,,,省道
28K+314,台76,120.529947,23.9703079,,,,省道
28K+317,台76,120.5302238,23.970856,,,,省道
28K+414,台76,120.5308557,23.9699647,,,,省道
28K+416,台76,120.531098,23.9704545,,,,省道
28K+519,台76,120.5318412,23.9696727,,,,省道
28K+521,台76,120.5320586,23.9701102,,,,省道
28K+615,台76,120.5327138,23.9693447,,,,省道
28K+620,台76,120.5329524,23.9697594,,,,省道
28K+717,台76,120.533642,23.9689992,,,,省道
28K+720,台76,120.533863,23.9694258,,,,省道
28K+814,台76,120.5344943,23.9686074,,,,省道
28K+834,台76,120.5349079,23.9690788,,,,省道
28K+912,台76,120.5353862,23.9682714,,,,省道
28K+931,台76,120.5357965,23.9687477,,,,省道
29K+031,台76,120.5366981,23.9684097,,,,省道
29K+040,台76,120.5365711,23.9678525,,,,省道
29K+113,台76,120.5372309,23.967616,,,,省道
29K+131,台76,120.5376176,23.9680657,,,,省道
29K+216,台76,120.5381649,23.9672686,,,,省道
29K+232,台76,120.5385461,23.9677171,,,,省道
29K+313,台76,120.5390513,23.966936,,,,省道
29K+341,台76,120.5395451,23.9673435,,,,省道
29K+413,台76,120.5399544,23.9665954,,,,省道
29K+449,台76,120.5405348,23.9669735,,,,省道
29K+512,台76,120.5408557,23.9662544,,,,省道
29K+553,台76,120.5414861,23.9665838,,,,省道
29K+613,台76,120.5417194,23.9658198,,,,省道
29K+650,台76,120.5423304,23.9660933,,,,省道
29K+721,台76,120.5425698,23.9652605,,,,省道
29K+757,台76,120.5431451,23.9654069,,,,省道
29K+816,台76,120.5431982,23.9646267,,,,省道
29K+818,台76,120.5435089,23.964927,,,,省道
29K+918,台76,120.5441986,23.9642487,,,,省道
29K+919,台76,120.5438672,23.9639293,,,,省道
30K+009,台76,120.544884,23.9636898,,,,省道
30K+014,台76,120.5444795,23.9632822,,,,省道
30K+110,台76,120.5454909,23.9629505,,,,省道
30K+114,台76,120.5450784,23.9625475,,,,省道
30K+205,台76,120.546108,23.9623022,,,,省道
30K+213,台76,120.5457151,23.9618799,,,,省道
30K+307,台76,120.5467655,23.9616134,,,,省道
30K+313,台76,120.5463676,23.9611984,,,,省道
30K+406,台76,120.547409,23.9609349,,,,省道
30K+412,台76,120.5470012,23.9605288,,,,省道
30K+508,台76,120.548068,23.9602424,,,,省道
30K+515,台76,120.5476669,23.9598326,,,,省道
30K+606,台76,120.5487333,23.959542,,,,省道
30K+612,台76,120.5482933,23.9591729,,,,省道
30K+702,台76,120.5493479,23.9588201,,,,省道
30K+713,台76,120.5488924,23.9584597,,,,省道
30K+801,台76,120.5498335,23.95798,,,,省道
30K+814,台76,120.5493324,23.9576566,,,,省道
30K+891,台76,120.5501081,23.957147,,,,省道
30K+915,台76,120.5495762,23.9567863,,,,省道
30K+985,台76,120.5502576,23.9562575,,,,省道
31K+017,台76,120.5497065,23.9558776,,,,省道
31K+086,台76,120.5504031,23.9553731,,,,省道
31K+114,台76,120.5498958,23.9550183,,,,省道
31K+197,台76,120.5506582,23.9544503,,,,省道
31K+212,台76,120.5502409,23.954185,,,,省道
31K+305,台76,120.5510154,23.9535931,,,,省道
31K+306,台76,120.5505331,23.9533631,,,,省道
31K+403,台76,120.5509789,23.9525956,,,,省道
31K+414,台76,120.5514826,23.9527667,,,,省道
31K+498,台76,120.5515036,23.951872,,,,省道
31K+528,台76,120.5520836,23.951958,,,,省道
31K+595,台76,120.5521135,23.9511963,,,,省道
31K+635,台76,120.5527483,23.9512678,,,,省道
31K+691,台76,120.5528021,23.9505922,,,,省道
31K+740,台76,120.5535094,23.9506942,,,,省道
31K+773,台76,120.5534985,23.9502114,,,,省道
31K+812,台76,120.5540631,23.9503193,,,,省道
31K+914,台76,120.5549227,23.9499059,,,,省道
31K+915,台76,120.5547154,23.9495864,,,,省道
32K+014,台76,120.5555772,23.9491728,,,,省道
32K+031,台76,120.5559021,23.9494028,,,,省道
32K+080,台76,120.5561523,23.9488981,,,,省道
32K+083,台76,120.5563808,23.9492447,,,,省道
32K+179,台76,120.5569854,23.9484236,,,,省道
32K+183,台76,120.5572517,23.9488285,,,,省道
32K+287,台76,120.5579277,23.9479697,,,,省道
32K+296,台76,120.5582094,23.9483074,,,,省道
32K+388,台76,120.5590384,23.9479666,,,,省道
32K+389,台76,120.5588176,23.9475424,,,,省道
32K+490,台76,120.5596883,23.9471219,,,,省道
32K+491,台76,120.5599342,23.947534,,,,省道
32K+590,台76,120.5607842,23.9471252,,,,省道
32K+592,台76,120.5605756,23.9466916,,,,省道
32K+691,台76,120.561438,23.94628,,,,省道
32K+695,台76,120.5616835,23.9466913,,,,省道
32K+792,台76,120.5623143,23.945858,,,,省道
32K+795,台76,120.5625441,23.9462757,,,,省道
32K+899,台76,120.5634373,23.9458447,,,,省道
32K+908,台76,120.5633272,23.9453717,,,,省道
32K+997,台76,120.5642889,23.9454714,,,,省道
33K+012,台76,120.5642687,23.9449899,,,,省道
33K+103,台76,120.5652507,23.9452353,,,,省道
33K+117,台76,120.5652848,23.9447881,,,,省道
33K+206,台76,120.5662258,23.945184,,,,省道
33K+218,台76,120.5662891,23.9447574,,,,省道
33K+309,台76,120.5672031,23.9451901,,,,省道
33K+320,台76,120.5672856,23.944759,,,,省道
33K+415,台76,120.5682157,23.9451956,,,,省道
33K+421,台76,120.5682671,23.9447623,,,,省道
33K+517,台76,120.5691918,23.9451999,,,,省道
33K+523,台76,120.5692525,23.9447691,,,,省道
33K+616,台76,120.5701661,23.9451626,,,,省道
33K+621,台76,120.5702161,23.944838,,,,省道
33K+717,台76,120.571159,23.9448433,,,,省道
33K+718,台76,120.5711665,23.945181,,,,省道
33K+813,台76,120.5720979,23.9448412,,,,省道
33K+816,台76,120.5721314,23.9448442,,,,省道
33K+817,台76,120.5721361,23.9451694,,,,省道
33K+920,台76,120.5731532,23.9448489,,,,省道
33K+922,台76,120.5731675,23.9452205,,,,省道
34K+023,台76,120.5741645,23.9447839,,,,省道
34K+025,台76,120.5741816,23.9452266,,,,省道
34K+122,台76,120.575138,23.9447858,,,,省道
34K+139,台76,120.5753092,23.9452295,,,,省道
34K+222,台76,120.5761198,23.944769,,,,省道
34K+237,台76,120.5762925,23.9452058,,,,省道
34K+322,台76,120.5770945,23.9447187,,,,省道
34K+337,台76,120.5772784,23.9451524,,,,省道
34K+422,台76,120.5780727,23.9446415,,,,省道
34K+436,台76,120.5782588,23.9450675,,,,省道
34K+522,台76,120.5790429,23.9445329,,,,省道
34K+535,台76,120.5792334,23.9449504,,,,省道
34K+622,台76,120.5800139,23.944396,,,,省道
34K+635,台76,120.5802091,23.9448122,,,,省道
34K+722,台76,120.5809868,23.9442576,,,,省道
34K+735,台76,120.5811746,23.9446745,,,,省道
34K+822,台76,120.5819546,23.9441159,,,,省道
34K+835,台76,120.5821484,23.9445338,,,,省道
34K+922,台76,120.582927,23.9439811,,,,省道
34K+936,台76,120.5831257,23.9443936,,,,省道
35K+035,台76,120.584097,23.9442542,,,,省道
35K+036,台76,120.5840305,23.943824,,,,省道
35K+122,台76,120.584866,23.9437032,,,,省道
35K+132,台76,120.5850603,23.9441161,,,,省道
35K+222,台76,120.5858348,23.9435581,,,,省道
35K+230,台76,120.5860388,23.9439547,,,,省道
35K+321,台76,120.5867707,23.9433369,,,,省道
35K+327,台76,120.5869922,23.9436908,,,,省道
35K+421,台76,120.5876638,23.9429912,,,,省道
35K+425,台76,120.5878845,23.9432878,,,,省道
35K+521,台76,120.5884954,23.9425335,,,,省道
35K+523,台76,120.5886946,23.9427528,,,,省道
35K+615,台76,120.5893214,23.94214,,,,省道
35K+617,台76,120.5892653,23.9420487,,,,省道
35K+716,台76,120.5900372,23.9415235,,,,省道
35K+718,台76,120.5899901,23.9414267,,,,省道
35K+816,台76,120.5907946,23.940968,,,,省道
35K+822,台76,120.5907782,23.9408308,,,,省道
35K+915,台76,120.5916013,23.9405013,,,,省道
35K+916,台76,120.5915665,23.9403911,,,,省道
36K+014,台76,120.5924495,23.9400418,,,,省道
36K+024,台76,120.5926024,23.9402313,,,,省道
36K+112,台76,120.5934027,23.9399374,,,,省道
36K+120,台76,120.5934574,23.939807,,,,省道
36K+223,台76,120.5944613,23.9396495,,,,省道
36K+224,台76,120.5944696,23.9398532,,,,省道
36K+323,台76,120.5954289,23.9398963,,,,省道
36K+324,台76,120.5954559,23.9396958,,,,省道
36K+424,台76,120.5963735,23.9400735,,,,省道
36K+424,台76,120.5964272,23.939878,,,,省道
36K+524,台76,120.5972828,23.9403718,,,,省道
36K+524,台76,120.5973655,23.9401852,,,,省道
36K+624,台76,120.5981826,23.9407344,,,,省道
36K+625,台76,120.5982685,23.9405478,,,,省道
36K+724,台76,120.5991271,23.9410289,,,,省道
36K+731,台76,120.5992461,23.9408481,,,,省道
36K+823,台76,120.6001288,23.9409983,,,,省道
36K+824,台76,120.600105,23.9412023,,,,省道
36K+923,台76,120.6010695,23.9413395,,,,省道
36K+924,台76,120.6011112,23.9411396,,,,省道
37K+024,台76,120.602047,23.9414764,,,,省道
37K+024,台76,120.6020818,23.9412765,,,,省道
37K+124,台76,120.6030185,23.9416143,,,,省道
37K+124,台76,120.6030505,23.9414164,,,,省道
37K+234,台76,120.604083,23.9417646,,,,省道
37K+234,台76,120.6041127,23.941562,,,,省道
37K+316,台76,120.6049215,23.9415827,,,,省道
37K+415,台76,120.6058331,23.9420451,,,,省道
37K+420,台76,120.6059232,23.9417958,,,,省道
37K+524,台76,120.6069376,23.9418601,,,,省道
37K+535,台76,120.6069889,23.9422786,,,,省道
37K+624,台76,120.6079106,23.9419972,,,,省道
37K+635,台76,120.6079599,23.9424165,,,,省道
37K+723,台76,120.6088714,23.942131,,,,省道
37K+734,台76,120.6089346,23.942554,,,,省道
37K+823,台76,120.6098446,23.9422684,,,,省道
37K+833,台76,120.6099047,23.9426907,,,,省道
37K+924,台76,120.61082,23.9424024,,,,省道
37K+933,台76,120.6108758,23.9428211,,,,省道
38K+016,台76,120.6117023,23.9428793,,,,省道
38K+024,台76,120.6117916,23.9424752,,,,省道
38K+124,台76,120.6127727,23.9424432,,,,省道
38K+131,台76,120.61284,23.9428418,,,,省道
38K+224,台76,120.6137469,23.9423677,,,,省道
38K+232,台76,120.6138229,23.9427653,,,,省道
38K+326,台76,120.6147507,23.9422873,,,,省道
38K+335,台76,120.6148352,23.942716,,,,省道
38K+425,台76,120.6157225,23.9422936,,,,省道
38K+432,台76,120.6157841,23.9426989,,,,省道
38K+525,台76,120.6167071,23.9423024,,,,省道
38K+532,台76,120.6167613,23.9427101,,,,省道
38K+625,台76,120.6176926,23.9423409,,,,省道
38K+633,台76,120.6177411,23.9427514,,,,省道
38K+725,台76,120.6186755,23.9424099,,,,省道
38K+734,台76,120.6187195,23.9428231,,,,省道
38K+825,台76,120.6196539,23.9425084,,,,省道
38K+835,台76,120.6196943,23.9429236,,,,省道
38K+925,台76,120.62063,23.9426374,,,,省道
38K+935,台76,120.6206587,23.9430554,,,,省道
39K+024,台76,120.6215036,23.9431947,,,,省道
39K+026,台76,120.6215991,23.9427958,,,,省道
39K+126,台76,120.622565,23.9429848,,,,省道
39K+142,台76,120.6226249,23.9434161,,,,省道
39K+226,台76,120.6235192,23.9432016,,,,省道
39K+239,台76,120.6235329,23.9436264,,,,省道
39K+326,台76,120.6244653,23.9434479,,,,省道
39K+340,台76,120.624477,23.9438758,,,,省道
39K+426,台76,120.625402,23.9437229,,,,省道
39K+441,台76,120.6254094,23.9441533,,,,省道
39K+543,台76,120.6263389,23.9444616,,,,省道
39K+627,台76,120.6272497,23.9443604,,,,省道
39K+643,台76,120.6272489,23.9447963,,,,省道
39K+727,台76,120.6281556,23.9447135,,,,省道
39K+743,台76,120.6281491,23.9451487,,,,省道
39K+827,台76,120.6290607,23.9450685,,,,省道
39K+844,台76,120.6290541,23.945504,,,,省道
39K+927,台76,120.6299622,23.9454224,,,,省道
39K+944,台76,120.6299532,23.9458561,,,,省道
40K+027,台76,120.6308678,23.9457776,,,,省道
40K+044,台76,120.6308581,23.9462123,,,,省道
40K+127,台76,120.6317733,23.9461334,,,,省道
40K+144,台76,120.6317608,23.9465664,,,,省道
40K+228,台76,120.6326809,23.946489,,,,省道
40K+245,台76,120.6326693,23.9469234,,,,省道
40K+328,台76,120.633586,23.9468443,,,,省道
40K+345,台76,120.6335716,23.9472774,,,,省道
40K+428,台76,120.6344888,23.9471986,,,,省道
40K+445,台76,120.6344754,23.947632,,,,省道
40K+528,台76,120.6353953,23.9475538,,,,省道
40K+545,台76,120.6353788,23.9479863,,,,省道
40K+628,台76,120.6363006,23.9479087,,,,省道
40K+645,台76,120.6362852,23.9483417,,,,省道
40K+736,台76,120.6372745,23.948291,,,,省道
40K+745,台76,120.6371894,23.9486957,,,,省道
40K+828,台76,120.6381054,23.9486161,,,,省道
40K+845,台76,120.6380938,23.9490508,,,,省道
40K+929,台76,120.6390093,23.9489723,,,,省道
40K+945,台76,120.6389978,23.949405,,,,省道
41K+028,台76,120.6399108,23.9493247,,,,省道
41K+045,台76,120.639901,23.9497587,,,,省道
41K+128,台76,120.6408157,23.9496798,,,,省道
41K+146,台76,120.6408033,23.9501141,,,,省道
41K+229,台76,120.6417142,23.950053,,,,省道
41K+247,台76,120.6416949,23.9504905,,,,省道
41K+328,台76,120.6425967,23.9504532,,,,省道
41K+347,台76,120.6425677,23.9508924,,,,省道
41K+428,台76,120.643463,23.9508801,,,,省道
41K+448,台76,120.6434302,23.951323,,,,省道
41K+529,台76,120.6443189,23.9513342,,,,省道
41K+549,台76,120.6442674,23.9517743,,,,省道
41K+629,台76,120.6451518,23.9518114,,,,省道
41K+650,台76,120.6451016,23.9522601,,,,省道
41K+729,台76,120.6459721,23.9523176,,,,省道
41K+750,台76,120.645902,23.9527601,,,,省道
41K+829,台76,120.6467719,23.9528472,,,,省道
41K+851,台76,120.646692,23.9532918,,,,省道
41K+929,台76,120.6475519,23.9534012,,,,省道
41K+953,台76,120.6474628,23.9538475,,,,省道
42K+030,台76,120.6483147,23.9539783,,,,省道
42K+052,台76,120.6482165,23.9544196,,,,省道
42K+130,台76,120.6490942,23.9545269,,,,省道
42K+149,台76,120.649003,23.9549538,,,,省道
42K+231,台76,120.649937,23.9549881,,,,省道
42K+248,台76,120.6498596,23.9554047,,,,省道
42K+332,台76,120.6508255,23.9553916,,,,省道
42K+346,台76,120.6507338,23.9558005,,,,省道
42K+430,台76,120.6516884,23.955778,,,,省道
42K+443,台76,120.6516153,23.9561863,,,,省道
42K+543,台76,120.6524925,23.9565933,,,,省道
42K+547,台76,120.6527159,23.9562587,,,,省道
42K+652,台76,120.6536066,23.9567778,,,,省道
0K+000,台78,120.1773907,23.6921059,,,,省道
0K+191,台78,120.179188,23.69163157,,,,省道
0K+192,台78,120.1791175,23.69140811,,,,省道
0K+288,台78,120.1800222,23.69114083,,,,省道
0K+291,台78,120.1801254,23.69139557,,,,省道
0K+390,台78,120.180973,23.69086371,,,,省道
0K+391,台78,120.1810705,23.69113124,,,,省道
0K+492,台78,120.1819283,23.69059257,,,,省道
0K+492,台78,120.1820204,23.69088225,,,,省道
0K+590,台78,120.1828614,23.69039475,,,,省道
0K+591,台78,120.1829393,23.69059438,,,,省道
0K+691,台78,120.1838803,23.69033555,,,,省道
0K+692,台78,120.1838189,23.69013062,,,,省道
0K+791,台78,120.1848214,23.69007355,,,,省道
0K+792,台78,120.1847628,23.68987376,,,,省道
0K+891,台78,120.1857535,23.68981517,,,,省道
0K+892,台78,120.1856993,23.68961889,,,,省道
0K+992,台78,120.1866439,23.68936518,,,,省道
0K+992,台78,120.1867071,23.68957531,,,,省道
1K+092,台78,120.1876087,23.68915373,,,,省道
1K+092,台78,120.1876543,23.68936248,,,,省道
1K+190,台78,120.1885571,23.68895873,,,,省道
1K+195,台78,120.1886501,23.6892603,,,,省道
1K+291,台78,120.1895475,23.68886124,,,,省道
1K+292,台78,120.1895848,23.68913408,,,,省道
1K+391,台78,120.1905226,23.68877977,,,,省道
1K+393,台78,120.1905669,23.68906424,,,,省道
1K+492,台78,120.1915116,23.68872044,,,,省道
1K+493,台78,120.1915419,23.68898532,,,,省道
1K+591,台78,120.1924774,23.68865094,,,,省道
1K+593,台78,120.1925197,23.68891328,,,,省道
1K+691,台78,120.1934545,23.68857024,,,,省道
1K+693,台78,120.1935002,23.68883364,,,,省道
1K+791,台78,120.194416,23.68845892,,,,省道
1K+793,台78,120.1944793,23.68872014,,,,省道
1K+891,台78,120.1953739,23.68829315,,,,省道
